Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Rank_Mean,Upset,Selected_Player,Opponent,match_index,youtube_search_query,youtube_video_id,youtube_video_title,youtube_channel_title,youtube_published_at,youtube_url,comment_number,comment_text,comment_likes,comment_published_at,sentiment_score,negative_score,neutral_score,positive_score,compound_score,sentiment_label
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,1,The way he has recovered from that heartbreaking loss at Roland Garros is nothing short of incredible.,2512,2025-07-13T19:51:53Z,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.6486}",0.261,0.739,0.0,-0.6486,Negative
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,2,"This is one of most elite tennis I have ever seen.  Offense, defense, movement, power, angles.....from both players.",1140,2025-07-14T02:39:28Z,"{'neg': 0.103, 'neu': 0.821, 'pos': 0.077, 'compound': -0.128}",0.103,0.821,0.077,-0.128,Negative
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,3,"True champion! He doesn't scream, shout, or boast, whether he wins or loses a point.. always calm and composed. Amazing character.",1531,2025-07-15T04:39:47Z,"{'neg': 0.065, 'neu': 0.396, 'pos': 0.539, 'compound': 0.9497}",0.065,0.396,0.539,0.9497,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,4,I like how grounded the celebration is. Arms aloft. Smile. That's it. Man this generation is a fine exemplar of sportsmanship,755,2025-07-15T04:04:15Z,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.7003}",0.0,0.726,0.274,0.7003,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,5,"Alcaraz fan here to congratulate Jannik! His serve was unstoppable today.

These two will bring plenty of joy for tennis enjoyers in years to come and im so here for it!",786,2025-07-13T20:09:30Z,"{'neg': 0.044, 'neu': 0.636, 'pos': 0.32, 'compound': 0.9059}",0.044,0.636,0.32,0.9059,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,6,"I'm in love with Jannik Sinner's game, so elegant, so powerful and precise and beautiful to watch! I binge on every single video showcasing his highlights, too good!",255,2025-07-15T08:28:16Z,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.9662}",0.0,0.541,0.459,0.9662,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,7,"whoever makes these highlights- the break points are important. take out a few of the routine serve hold points, and show at least the breaks of serve, plus maybe a good rally that led to the break occasionally.. missing that... it's like skipping over an inning ending strikeout in baseball, or an interception in American football.",595,2025-07-13T20:29:19Z,"{'neg': 0.031, 'neu': 0.851, 'pos': 0.118, 'compound': 0.6478}",0.031,0.851,0.118,0.6478,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,8,Sinner outplayed Alcaraz in every single way in this match. He was on fire!!!!,244,2025-07-13T21:40:25Z,"{'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.5526}",0.215,0.785,0.0,-0.5526,Negative
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,9,"I didn’t thought Sinner would beat Alcraz today after that loss in french, Sinner showed the mental toughness today and got it done, congrats.",101,2025-07-14T01:38:42Z,"{'neg': 0.125, 'neu': 0.753, 'pos': 0.122, 'compound': 0.2263}",0.125,0.753,0.122,0.2263,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,10,The last game of 2nd set is pure melody from Sinner..,208,2025-07-15T04:24:29Z,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,11,"He was in mission , so focused",108,2025-07-15T03:36:33Z,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.5214}",0.0,0.641,0.359,0.5214,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,12,Sinner is going to be on top for a LOOOOOOOOONG time,197,2025-07-14T03:11:55Z,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}",0.0,0.847,0.153,0.2023,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,13,These two champions will write the history of tennis for the next 10 years.,14,2025-07-16T06:53:04Z,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",0.0,0.793,0.207,0.5267,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,14,"7:51 - At such an important moment, Sinner still shows his humanity and kindness. That's why he's my favorite player, not by how good he is as a player, but by what values he hold. Humbleness, composure, kindness along with extraordinary talent and work ethics. No racket breaking, no toilet breaks, no shouting, no replying to Kyrios' bullies. I was supporting Sinner in this match without even believing that he could win (shame on me) and I suffered so much for his mom before he won. I never experienced this kind of feelings before, like a brother of mine won a Grand Slam. So magical.",216,2025-07-15T12:33:03Z,"{'neg': 0.144, 'neu': 0.558, 'pos': 0.298, 'compound': 0.9762}",0.144,0.558,0.298,0.9762,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,15,"My hat off to Sinner. What an amazing talent! Both are great, but Sinner really is extraordinary... Wow..",186,2025-07-14T04:08:27Z,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.9142}",0.0,0.524,0.476,0.9142,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,16,Sinner is like a robot....No hurt feelings from the French Open.....No acting up or getting frustrated...Just getting the job done......The Terminator!!,26,2025-07-15T14:51:42Z,"{'neg': 0.156, 'neu': 0.746, 'pos': 0.098, 'compound': -0.3578}",0.156,0.746,0.098,-0.3578,Negative
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,17,8:56 Gotta love that jumping backhand from Sinner 🤩 he hits that shot when he's full of confidence.,222,2025-07-14T03:34:15Z,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8176}",0.0,0.681,0.319,0.8176,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,18,"They absolutely had the two very top players in the finals!  OMG, what an incredible match.  They will both give us great years to come.",114,2025-07-14T00:47:49Z,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7569}",0.0,0.78,0.22,0.7569,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,19,I like that Sinner doesn’t have to point to his ears to get support from the crowd. He knows it’s up to him to win with or without the crowd,165,2025-07-15T12:24:46Z,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.8402}",0.0,0.75,0.25,0.8402,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,20,sweet revenge,81,2025-07-13T19:50:33Z,"{'neg': 0.531, 'neu': 0.0, 'pos': 0.469, 'compound': -0.1027}",0.531,0.0,0.469,-0.1027,Negative
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,21,The way both first and second set finished with insane shotmaking during the rallies was awesome,54,2025-07-15T02:18:23Z,"{'neg': 0.13, 'neu': 0.673, 'pos': 0.197, 'compound': 0.34}",0.13,0.673,0.197,0.34,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,22,"Sinner dominated the baseline rallies with accurate strikes from both wings.
nobody should be trading strokes baseline-to-baseline with Sinner.",183,2025-07-13T20:02:08Z,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3612}",0.122,0.878,0.0,-0.3612,Negative
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,23,I love how their set points are always just thriller points to watch; it’s like they are purposefully putting the most incredible performances for the most important points,24,2025-07-15T11:43:32Z,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.8479}",0.0,0.702,0.298,0.8479,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,24,What a joy watching Sinner play and win! Unbelievable person and player!,17,2025-07-18T22:06:38Z,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.9078}",0.0,0.392,0.608,0.9078,Positive
Wimbledon,2025-07-13,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Sinner J.,Sinner J.,2,1,9300,10430,2.0,1.83,6-4 4-6 4-6 4-6,1.5,False,Sinner,Alcaraz C.,0,Alcaraz vs Sinner Wimbledon 2025 highlights,CxfFbGWS9qw,An EPIC rivalry for the ages | Carlos Alcaraz v Jannik Sinner | Extended Highlights | Wimbledon 2025,Wimbledon,2025-07-13T19:45:54Z,https://www.youtube.com/watch?v=CxfFbGWS9qw,25,Nobody on planet Earth was beating Sinner today. The funny thing is Alcaraz would've likely won against anyone else with his otherwise excellent performance.,159,2025-07-14T00:46:29Z,"{'neg': 0.09, 'neu': 0.601, 'pos': 0.309, 'compound': 0.8074}",0.09,0.601,0.309,0.8074,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,1,This is exactly how a No.1 vs No.2 should be like.,14268,2025-06-08T22:16:13Z,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.0,0.8,0.2,0.3612,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,2,This tennis match will go down in history as one of the greatest Slam finals of all time.,15784,2025-06-08T21:32:39Z,"{'neg': 0.114, 'neu': 0.702, 'pos': 0.184, 'compound': 0.3818}",0.114,0.702,0.184,0.3818,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,3,We are so lucky to have this rivalry for the next 10 years,6382,2025-06-08T21:28:57Z,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.5598}",0.0,0.768,0.232,0.5598,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,4,Who’s here after Carlos won the Australian Open?!,384,2026-02-01T13:12:19Z,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6114}",0.0,0.637,0.363,0.6114,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,5,The 3 Championship points that Alcaraz saved in the 4th set were not shown??!  Are you kidding me?,7700,2025-06-08T23:41:16Z,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.7865}",0.0,0.654,0.346,0.7865,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,6,"The speed, the pace, the power, the intensity, the shot precision, the court coverage, the stamina of both players, the drop shots......simply the highest-quality tennis match I have ever watched.",3182,2025-06-09T02:30:25Z,"{'neg': 0.065, 'neu': 0.867, 'pos': 0.068, 'compound': 0.0258}",0.065,0.867,0.068,0.0258,Neutral
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,7,Alcaraz really shocked me with his mental strength in this finals. He did something he had never done in his career. He came back from 2 sets down against an extremely quality opponent. This is the kind of matches you feel no one deserves to lose. Both of them played so well.  Carlos shot making in the super tie break was exquisite. I hope these 2 continue to stay healthy for a long time.,3394,2025-06-08T21:36:49Z,"{'neg': 0.083, 'neu': 0.72, 'pos': 0.198, 'compound': 0.8846}",0.083,0.72,0.198,0.8846,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,8,Match of the decade 🏆,1590,2025-06-10T07:57:13Z,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,9,I have 46 years old. Been playing and watching tennis since 6. I have never ever seen such a high level tennis from both player on each point throughout the whole five sets. These two guys are going to elevate tennis to its limits.,2354,2025-06-09T15:16:28Z,"{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.2023}",0.0,0.96,0.04,0.2023,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,10,"The match was a rollercoaster. From saving 3 match points down 3-5, 0-40, to failing to serve out the match at 5-4 in the fifth, to an unplayable super-tie to win Alcaraz the match. WOW",1970,2025-06-08T21:33:51Z,"{'neg': 0.076, 'neu': 0.733, 'pos': 0.191, 'compound': 0.7213}",0.076,0.733,0.191,0.7213,Positive
French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,2.0,1.83,4-6 6-7 6-4 7-6 7-6,1.5,True,Sinner,Alcaraz C.,1,Alcaraz vs Sinner French Open 2025 highlights,aERKJuBtIGw,Highlights Sinner vs Alcaraz Final | Roland-Garros 2025,Roland-Garros,2025-06-08T21:27:52Z,https://www.youtube.com/watch?v=aERKJuBtIGw,11,"That final point winner, out of this world",1013,2025-06-08T22:22:20Z,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}",0.0,0.648,0.352,0.5859,Positive
